Row ID,pur_ID,date,trans_mode,cust_ID,prod_ID,sales,items,price,promo
110,CA-2015-129476,2015-10-15T00:00:00Z,Standard Class,PA-19060,TEC-AC-10000844,339.96,5,67.992,0.2
111,CA-2017-146780,2017-12-25T00:00:00Z,Standard Class,CV-12805,FUR-FU-10001934,41.96,2,20.98,0
112,CA-2016-128867,2016-11-03T00:00:00Z,Standard Class,CL-12565,OFF-AR-10000380,75.96,2,37.98,0
113,CA-2016-128867,2016-11-03T00:00:00Z,Standard Class,CL-12565,OFF-BI-10003981,27.24,6,4.54,0
114,CA-2014-115259,2014-08-25T00:00:00Z,Second Class,RC-19960,OFF-FA-10000621,40.096,14,2.864,0.2
115,CA-2014-115259,2014-08-25T00:00:00Z,Second Class,RC-19960,OFF-EN-10002600,4.72,2,2.36,0.2
116,CA-2014-115259,2014-08-25T00:00:00Z,Second Class,RC-19960,OFF-PA-10004965,23.976,3,7.992,0.2
117,CA-2014-115259,2014-08-25T00:00:00Z,Second Class,RC-19960,OFF-EN-10002504,130.464,6,21.744,0.2
118,CA-2015-110457,2015-03-02T00:00:00Z,Standard Class,DK-13090,FUR-TA-10001768,787.53,3,262.51,0
119,US-2015-136476,2015-04-05T00:00:00Z,Standard Class,GG-14650,OFF-BI-10003650,157.794,1,157.794,0.7
120,CA-2016-103730,2016-06-12T00:00:00Z,First Class,SC-20725,FUR-FU-10002157,47.04,3,15.68,0
121,CA-2016-103730,2016-06-12T00:00:00Z,First Class,SC-20725,OFF-BI-10003910,30.84,4,7.71,0
122,CA-2016-103730,2016-06-12T00:00:00Z,First Class,SC-20725,OFF-ST-10000777,226.56,6,37.76,0
123,CA-2016-103730,2016-06-12T00:00:00Z,First Class,SC-20725,OFF-EN-10002500,115.02,9,12.78,0
124,CA-2016-103730,2016-06-12T00:00:00Z,First Class,SC-20725,TEC-PH-10003875,68.04,7,9.72,0
125,US-2014-152030,2014-12-26T00:00:00Z,Second Class,AD-10180,FUR-CH-10004063,600.558,3,200.186,0.3
126,US-2014-134614,2014-09-20T00:00:00Z,Standard Class,PF-19165,FUR-TA-10004534,617.7,6,102.95,0.5
127,US-2017-107272,2017-11-05T00:00:00Z,Standard Class,TS-21610,OFF-BI-10003274,2.388,2,1.194,0.7
128,US-2017-107272,2017-11-05T00:00:00Z,Standard Class,TS-21610,OFF-ST-10002974,243.992,7,34.856,0.2
129,US-2016-125969,2016-11-06T00:00:00Z,Second Class,LS-16975,FUR-CH-10001146,81.424,2,40.712,0.2
130,US-2016-125969,2016-11-06T00:00:00Z,Second Class,LS-16975,FUR-FU-10003773,238.56,3,79.52,0
131,US-2017-164147,2017-02-02T00:00:00Z,First Class,DW-13585,TEC-PH-10002293,59.97,5,11.994,0.4
132,US-2017-164147,2017-02-02T00:00:00Z,First Class,DW-13585,OFF-PA-10002377,78.304,2,39.152,0.2
133,US-2017-164147,2017-02-02T00:00:00Z,First Class,DW-13585,OFF-FA-10002780,21.456,9,2.384,0.2
134,CA-2016-145583,2016-10-13T00:00:00Z,Standard Class,LC-16885,OFF-PA-10001804,20.04,3,6.68,0
135,CA-2016-145583,2016-10-13T00:00:00Z,Standard Class,LC-16885,OFF-PA-10001736,35.44,1,35.44,0
136,CA-2016-145583,2016-10-13T00:00:00Z,Standard Class,LC-16885,OFF-AR-10001149,11.52,4,2.88,0
137,CA-2016-145583,2016-10-13T00:00:00Z,Standard Class,LC-16885,OFF-FA-10002988,4.02,2,2.01,0
138,CA-2016-145583,2016-10-13T00:00:00Z,Standard Class,LC-16885,OFF-BI-10004781,76.176,3,25.392,0.2
139,CA-2016-145583,2016-10-13T00:00:00Z,Standard Class,LC-16885,OFF-SU-10001218,65.88,6,10.98,0
140,CA-2016-145583,2016-10-13T00:00:00Z,Standard Class,LC-16885,FUR-FU-10001706,43.12,14,3.08,0
141,CA-2016-110366,2016-09-05T00:00:00Z,Second Class,JD-15895,FUR-FU-10004848,82.8,2,41.4,0.2
142,CA-2017-106180,2017-09-18T00:00:00Z,Standard Class,SH-19975,OFF-AR-10000940,8.82,3,2.94,0
143,CA-2017-106180,2017-09-18T00:00:00Z,Standard Class,SH-19975,OFF-EN-10004030,10.86,3,3.62,0
144,CA-2017-106180,2017-09-18T00:00:00Z,Standard Class,SH-19975,OFF-PA-10004327,143.7,3,47.9,0
145,CA-2017-155376,2017-12-22T00:00:00Z,Standard Class,SG-20080,OFF-AP-10001058,839.43,3,279.81,0
146,CA-2015-110744,2015-09-07T00:00:00Z,Standard Class,HA-14920,OFF-ST-10003656,671.93,7,95.99,0
147,CA-2014-110072,2014-10-22T00:00:00Z,Standard Class,MG-17680,FUR-FU-10000521,93.888,4,23.472,0.2
148,CA-2016-114489,2016-12-05T00:00:00Z,Standard Class,JE-16165,TEC-PH-10000215,384.45,11,34.95,0
149,CA-2016-114489,2016-12-05T00:00:00Z,Standard Class,JE-16165,TEC-PH-10001448,149.97,3,49.99,0
150,CA-2016-114489,2016-12-05T00:00:00Z,Standard Class,JE-16165,FUR-CH-10000454,1951.84,8,243.98,0
151,CA-2016-114489,2016-12-05T00:00:00Z,Standard Class,JE-16165,OFF-BI-10002735,171.55,5,34.31,0
152,CA-2016-158834,2016-03-13T00:00:00Z,First Class,TW-21025,OFF-AP-10000326,157.92,5,31.584,0.2
153,CA-2016-158834,2016-03-13T00:00:00Z,First Class,TW-21025,TEC-PH-10001254,203.184,2,101.592,0.2
154,CA-2015-124919,2015-05-31T00:00:00Z,First Class,SP-20650,OFF-PA-10001950,58.38,7,8.34,0
155,CA-2015-124919,2015-05-31T00:00:00Z,First Class,SP-20650,OFF-PA-10002254,105.52,4,26.38,0
156,CA-2015-124919,2015-05-31T00:00:00Z,First Class,SP-20650,OFF-ST-10001590,80.88,6,13.48,0
157,CA-2015-118948,2015-05-28T00:00:00Z,Standard Class,NK-18490,OFF-AR-10001547,6.63,3,2.21,0
158,CA-2014-104269,2014-03-01T00:00:00Z,Second Class,DB-13060,FUR-CH-10004063,457.568,2,228.784,0.2
159,CA-2016-114104,2016-11-20T00:00:00Z,Standard Class,NP-18670,OFF-LA-10002475,14.62,2,7.31,0
160,CA-2016-114104,2016-11-20T00:00:00Z,Standard Class,NP-18670,TEC-PH-10004536,944.93,7,134.99,0
161,CA-2016-162733,2016-05-11T00:00:00Z,First Class,TT-21070,OFF-PA-10002751,5.98,1,5.98,0
162,CA-2015-119697,2015-12-28T00:00:00Z,Second Class,EM-13960,TEC-AC-10003657,54.384,2,27.192,0.2
163,CA-2016-154508,2016-11-16T00:00:00Z,Standard Class,RD-19900,OFF-EN-10001990,28.4,5,5.68,0
164,CA-2016-113817,2016-11-07T00:00:00Z,Standard Class,MJ-17740,OFF-BI-10004002,27.68,2,13.84,0.2
165,CA-2014-139892,2014-09-08T00:00:00Z,Standard Class,BM-11140,OFF-AR-10004441,9.936,3,3.312,0.2
166,CA-2014-139892,2014-09-08T00:00:00Z,Standard Class,BM-11140,TEC-MA-10000822,8159.952,8,1019.994,0.4
167,CA-2014-139892,2014-09-08T00:00:00Z,Standard Class,BM-11140,OFF-ST-10000991,275.928,3,91.976,0.2
168,CA-2014-139892,2014-09-08T00:00:00Z,Standard Class,BM-11140,FUR-CH-10004287,1740.06,9,193.34,0.3
169,CA-2014-139892,2014-09-08T00:00:00Z,Standard Class,BM-11140,OFF-AR-10002656,32.064,6,5.344,0.2
170,CA-2014-139892,2014-09-08T00:00:00Z,Standard Class,BM-11140,OFF-AP-10002518,177.98,5,35.596,0.8
171,CA-2014-139892,2014-09-08T00:00:00Z,Standard Class,BM-11140,TEC-PH-10003931,143.976,3,47.992,0.2
172,CA-2014-118962,2014-08-05T00:00:00Z,Standard Class,CS-12130,OFF-PA-10000659,20.94,3,6.98,0
173,CA-2014-118962,2014-08-05T00:00:00Z,Standard Class,CS-12130,OFF-PA-10001144,110.96,2,55.48,0
174,CA-2014-118962,2014-08-05T00:00:00Z,Standard Class,CS-12130,FUR-CH-10003817,340.144,7,48.592,0.2
175,US-2014-100853,2014-09-14T00:00:00Z,Standard Class,JB-15400,OFF-AP-10000891,52.448,2,26.224,0.8
176,US-2014-100853,2014-09-14T00:00:00Z,Standard Class,JB-15400,OFF-LA-10003148,20.16,4,5.04,0.2
177,US-2017-152366,2017-04-21T00:00:00Z,Second Class,SJ-20500,OFF-AP-10002684,97.264,4,24.316,0.8
178,US-2015-101511,2015-11-21T00:00:00Z,Second Class,JE-15745,FUR-CH-10004698,396.802,7,56.686,0.3
179,US-2015-101511,2015-11-21T00:00:00Z,Second Class,JE-15745,OFF-SU-10002189,15.88,5,3.176,0.2
180,CA-2015-137225,2015-12-15T00:00:00Z,Standard Class,JK-15640,OFF-AR-10001940,3.28,1,3.28,0
181,CA-2014-166191,2014-12-05T00:00:00Z,Second Class,DK-13150,OFF-ST-10003455,24.816,2,12.408,0.2
182,CA-2014-166191,2014-12-05T00:00:00Z,Second Class,DK-13150,TEC-AC-10004659,408.744,7,58.392,0.2
183,CA-2014-158274,2014-11-19T00:00:00Z,Second Class,RM-19675,TEC-PH-10003273,503.96,4,125.99,0
184,CA-2014-158274,2014-11-19T00:00:00Z,Second Class,RM-19675,TEC-PH-10004896,149.95,5,29.99,0
185,CA-2014-158274,2014-11-19T00:00:00Z,Second Class,RM-19675,TEC-AC-10002345,29,2,14.5,0
186,CA-2016-105018,2016-11-28T00:00:00Z,Standard Class,SK-19990,OFF-BI-10001890,7.16,2,3.58,0
187,CA-2014-123260,2014-08-26T00:00:00Z,Standard Class,FM-14290,TEC-AC-10002323,176.8,8,22.1,0
188,CA-2016-157000,2016-07-16T00:00:00Z,Standard Class,AM-10360,OFF-ST-10001328,37.224,3,12.408,0.2
189,CA-2016-157000,2016-07-16T00:00:00Z,Standard Class,AM-10360,OFF-PA-10001950,20.016,3,6.672,0.2
190,CA-2015-102281,2015-10-12T00:00:00Z,First Class,MP-17470,FUR-BO-10002613,899.136,4,224.784,0.2
191,CA-2015-102281,2015-10-12T00:00:00Z,First Class,MP-17470,TEC-PH-10001552,71.76,6,11.96,0
192,CA-2015-102281,2015-10-12T00:00:00Z,First Class,MP-17470,OFF-PA-10000061,51.84,8,6.48,0
193,CA-2015-102281,2015-10-12T00:00:00Z,First Class,MP-17470,FUR-BO-10002545,626.352,3,208.784,0.2
194,CA-2015-102281,2015-10-12T00:00:00Z,First Class,MP-17470,OFF-AR-10003514,19.9,5,3.98,0
195,CA-2015-131457,2015-10-31T00:00:00Z,Standard Class,MZ-17515,OFF-EN-10001509,14.28,7,2.04,0
196,CA-2014-140004,2014-03-21T00:00:00Z,Standard Class,CB-12025,OFF-AR-10004685,7.408,2,3.704,0.2
197,CA-2014-140004,2014-03-21T00:00:00Z,Standard Class,CB-12025,OFF-AR-10004027,6.048,3,2.016,0.2
198,CA-2017-107720,2017-11-06T00:00:00Z,Standard Class,VM-21685,OFF-ST-10001414,46.26,3,15.42,0
199,US-2017-124303,2017-07-06T00:00:00Z,Standard Class,FH-14365,OFF-BI-10000343,2.946,2,1.473,0.7
200,US-2017-124303,2017-07-06T00:00:00Z,Standard Class,FH-14365,OFF-PA-10002749,16.056,3,5.352,0.2
201,CA-2017-105074,2017-06-24T00:00:00Z,Standard Class,MB-17305,OFF-PA-10002666,21.744,3,7.248,0.2
202,CA-2014-133690,2014-08-03T00:00:00Z,First Class,BS-11755,FUR-TA-10004289,218.75,2,109.375,0.5
203,CA-2014-133690,2014-08-03T00:00:00Z,First Class,BS-11755,OFF-AP-10003622,2.6,1,2.6,0.2
204,US-2017-116701,2017-12-17T00:00:00Z,Second Class,LC-17140,OFF-AP-10003217,66.284,2,33.142,0.8
205,CA-2017-126382,2017-06-03T00:00:00Z,Standard Class,HK-14890,FUR-FU-10002960,35.168,7,5.024,0.2
206,CA-2017-108329,2017-12-09T00:00:00Z,Standard Class,LE-16810,TEC-PH-10001918,444.768,4,111.192,0.2
207,CA-2017-135860,2017-12-01T00:00:00Z,Standard Class,JH-15985,OFF-ST-10000642,83.92,4,20.98,0
208,CA-2017-135860,2017-12-01T00:00:00Z,Standard Class,JH-15985,TEC-PH-10001700,131.98,2,65.99,0
209,CA-2017-135860,2017-12-01T00:00:00Z,Standard Class,JH-15985,OFF-BI-10003274,15.92,4,3.98,0
210,CA-2017-135860,2017-12-01T00:00:00Z,Standard Class,JH-15985,OFF-FA-10000134,52.29,9,5.81,0
211,CA-2017-135860,2017-12-01T00:00:00Z,Standard Class,JH-15985,OFF-ST-10001522,91.99,1,91.99,0
212,CA-2015-101007,2015-02-09T00:00:00Z,Second Class,MS-17980,TEC-AC-10001266,20.8,2,10.4,0.2
213,CA-2015-146262,2015-01-02T00:00:00Z,Standard Class,VW-21775,OFF-LA-10004544,23.68,2,11.84,0.2
214,CA-2015-146262,2015-01-02T00:00:00Z,Standard Class,VW-21775,FUR-BO-10004695,452.45,5,90.49,0.5
215,CA-2015-146262,2015-01-02T00:00:00Z,Standard Class,VW-21775,TEC-PH-10002844,62.982,3,20.994,0.4
216,CA-2015-146262,2015-01-02T00:00:00Z,Standard Class,VW-21775,TEC-MA-10000864,1188,9,132,0.7
217,CA-2015-146262,2015-01-02T00:00:00Z,Standard Class,VW-21775,TEC-AC-10000109,89.584,2,44.792,0.2
218,CA-2016-130162,2016-10-28T00:00:00Z,Standard Class,JH-15910,OFF-ST-10001328,93.06,6,15.51,0
219,CA-2016-130162,2016-10-28T00:00:00Z,Standard Class,JH-15910,TEC-PH-10002563,302.376,3,100.792,0.2
220,CA-2015-169397,2015-12-24T00:00:00Z,First Class,JB-15925,OFF-FA-10000585,5.584,2,2.792,0.2
221,CA-2015-169397,2015-12-24T00:00:00Z,First Class,JB-15925,OFF-PA-10004000,22.704,6,3.784,0.2
222,CA-2015-169397,2015-12-24T00:00:00Z,First Class,JB-15925,OFF-BI-10002852,19.776,4,4.944,0.7
223,CA-2015-169397,2015-12-24T00:00:00Z,First Class,JB-15925,FUR-FU-10000087,72.704,4,18.176,0.2
224,CA-2015-169397,2015-12-24T00:00:00Z,First Class,JB-15925,TEC-MA-10001148,479.988,4,119.997,0.7
225,CA-2015-169397,2015-12-24T00:00:00Z,First Class,JB-15925,OFF-AR-10001958,27.168,2,13.584,0.2
226,CA-2015-163055,2015-08-09T00:00:00Z,Standard Class,DS-13180,OFF-AR-10001026,2.2,1,2.2,0
